player_id,bet_frequency,stake_variance,chasing_ratio,session_duration_avg,loss_streak_response,deposit_frequency,time_of_day_skew,withdrawal_ratio,self_excl_attempts,total_bet_amd,total_deposit,total_withdrawal,risk_level,risk_label
P00251,0.817,875.3,1.29,4.881,1.259,0.167,0.0,0.0,0,37200,44000,0.0,recreational,0
P00252,32.744,451.4,1.563,36.739,1.582,1.667,0.103,1.823,0,524050,62000,113000.0,regular,0
P00253,35.389,515.2,1.503,36.944,1.553,2.167,0.107,1.538,0,614350,93000,143000.0,regular,0
P00254,1.478,950.3,1.744,17.357,1.0,0.167,0.0,0.0,0,65300,25000,0.0,recreational,0
P00255,0.972,687.5,1.261,11.67,1.0,0.5,0.0,0.0,0,46254,37000,0.0,recreational,0
P00256,2.139,931.9,1.397,12.29,1.071,0.167,0.036,0.0,0,97300,8000,0.0,recreational,0
P00257,101.5,3722.7,2.025,69.363,1.882,1.0,0.211,0.0,0,7145455,77000,0.0,at_risk,1
P00258,2.917,1400.9,1.434,13.498,1.0,0.167,0.053,0.0,0,226500,25000,0.0,recreational,0
P00259,0.389,1589.5,1.271,16.452,1.0,0.167,0.0,0.0,0,17000,11000,0.0,recreational,0
P00260,4.744,1058.5,1.316,15.924,1.595,0.5,0.033,1.053,0,225200,38000,40000.0,recreational,0
P00261,5.483,924.4,1.507,15.307,0.244,0.5,0.092,1.18,0,245712,50000,59000.0,recreational,0
P00262,2.256,225.5,1.296,15.993,1.0,0.333,0.069,0.0,0,22800,7000,0.0,recreational,0
P00263,32.744,2581.7,1.571,33.681,1.373,2.167,0.12,1.377,0,2769650,324000,446000.0,regular,0
P00264,3.578,199.9,1.233,17.114,1.0,0.5,0.065,1.0,0,33245,6000,6000.0,recreational,0
P00265,26.794,278.2,1.56,35.835,1.706,1.667,0.183,0.725,0,259041,40000,29000.0,regular,0
P00266,2.45,156.2,1.856,16.915,1.0,0.333,0.063,0.714,0,17000,7000,5000.0,recreational,0
P00267,3.072,657.1,1.065,16.162,1.083,0.333,0.051,0.333,0,114500,33000,11000.0,recreational,0
P00268,29.517,503.0,1.581,36.483,1.594,1.333,0.136,1.643,0,500461,70000,115000.0,regular,0
P00269,2.217,180.3,1.312,15.052,1.0,0.167,0.053,1.2,0,19700,5000,6000.0,recreational,0
P00270,9.489,1922.3,1.474,34.554,1.43,0.833,0.123,0.844,0,502190,173000,146000.0,regular,0
P00271,2.1,378.5,1.414,15.578,1.0,0.333,0.0,0.0,0,36543,5000,0.0,recreational,0
P00272,3.072,178.4,1.512,17.314,1.0,0.167,0.114,1.25,0,24900,8000,10000.0,recreational,0
P00273,1.556,280.1,1.375,12.228,1.0,0.167,0.0,0.667,0,14051,6000,4000.0,recreational,0
P00274,3.461,1201.2,1.57,14.514,1.0,0.5,0.034,1.023,0,170900,44000,45000.0,recreational,0
P00275,37.994,1437.3,1.735,34.574,1.949,3.333,0.133,0.965,0,1631052,287000,277000.0,regular,0
P00276,3.033,1955.0,1.425,15.212,1.0,0.167,0.038,0.674,0,267500,43000,29000.0,recreational,0
P00277,6.261,861.3,1.324,12.93,1.182,0.167,0.037,7.5,0,286800,4000,30000.0,recreational,0
P00278,11.706,1436.4,1.671,33.745,1.496,0.833,0.076,1.691,0,583282,68000,115000.0,regular,0
P00279,27.728,1688.5,1.516,36.077,1.392,1.333,0.187,1.637,0,1446995,124000,203000.0,regular,0
P00280,18.9,1191.6,1.545,39.693,1.298,1.167,0.146,0.935,0,755089,138000,129000.0,regular,0
P00281,20.572,532.7,1.623,34.514,1.672,0.833,0.238,1.827,0,368091,52000,95000.0,regular,0
P00282,2.683,203.4,1.185,17.733,1.0,0.167,0.13,2.0,0,24200,2000,4000.0,recreational,0
P00283,2.022,129.4,1.759,16.167,1.0,0.167,0.058,0.0,0,11300,2000,0.0,recreational,0
P00284,324.567,10903.0,2.146,135.287,1.791,7.5,0.401,0.0,3,35919797,613000,0.0,problem,1
P00285,1.633,935.8,0.932,18.878,1.0,0.333,0.0,1.514,0,77930,35000,53000.0,recreational,0
P00286,0.7,694.5,1.417,17.197,1.0,0.167,0.0,0.0,0,32400,12000,0.0,recreational,0
P00287,158.628,3750.5,2.02,66.834,1.857,1.333,0.311,0.0,0,11453268,130000,0.0,at_risk,1
P00288,4.006,1883.9,1.374,16.006,0.417,0.5,0.019,0.736,0,292000,148000,109000.0,recreational,0
P00289,70.506,3563.7,1.92,70.179,1.88,0.333,0.287,0.0,0,5133039,61000,0.0,at_risk,1
P00290,3.306,1079.9,1.14,17.484,1.0,0.167,0.0,0.864,0,154200,22000,19000.0,recreational,0
P00291,117.289,7686.4,1.887,65.655,1.903,0.333,0.266,0.0,0,16841393,38000,0.0,at_risk,1
P00292,2.839,214.7,0.975,14.995,1.0,0.5,0.068,1.0,0,25100,19000,19000.0,recreational,0
P00293,42.933,1617.8,1.455,36.062,1.493,3.0,0.175,0.741,0,2192445,332000,246000.0,regular,0
P00294,19.406,3087.3,1.789,35.334,2.486,1.0,0.086,0.922,0,1705456,204000,188000.0,regular,0
P00295,5.483,213.3,1.458,16.832,0.944,0.333,0.028,0.0,0,50000,9000,0.0,recreational,0
P00296,5.678,312.1,1.183,15.387,1.0,0.5,0.089,1.7,0,85500,10000,17000.0,recreational,0
P00297,15.983,2859.1,1.695,36.373,1.188,0.833,0.054,0.718,0,1445239,213000,153000.0,regular,0
P00298,112.583,4459.9,2.081,68.479,1.77,0.167,0.233,0.0,0,8469175,17000,0.0,at_risk,1
P00299,119.156,4495.5,2.087,67.724,2.125,2.333,0.329,0.0,0,8929517,196000,0.0,at_risk,1
P00300,2.839,1251.8,1.654,16.624,2.131,0.667,0.0,0.0,0,135482,62000,0.0,recreational,0
P00301,4.006,1743.4,1.662,15.028,1.049,0.333,0.078,0.805,0,303100,77000,62000.0,recreational,0
P00302,1.594,195.1,1.361,16.946,0.25,0.167,0.0,0.8,0,14300,5000,4000.0,recreational,0
P00303,4.744,1507.0,1.605,15.342,2.524,0.333,0.074,1.195,0,344200,123000,147000.0,recreational,0
P00304,1.128,232.9,1.268,17.855,1.0,0.333,0.0,0.0,0,11400,7000,0.0,recreational,0
P00305,4.161,914.7,1.369,17.028,1.0,0.333,0.0,1.203,0,173813,64000,77000.0,recreational,0
P00306,4.2,1172.4,1.284,14.357,0.1,0.5,0.037,0.0,0,194838,47000,0.0,recreational,0
P00307,2.683,913.7,1.42,14.698,1.0,0.333,0.0,0.0,0,116500,26000,0.0,recreational,0
P00308,0.389,677.9,0.973,16.271,1.0,0.167,0.0,0.0,0,17200,12000,0.0,recreational,0
P00309,3.85,167.2,1.313,17.398,1.5,0.5,0.0,0.235,0,33000,17000,4000.0,recreational,0
P00310,1.517,136.2,1.101,14.275,1.0,0.333,0.026,0.0,0,9336,6000,0.0,recreational,0
P00311,27.883,1573.1,1.44,37.106,1.302,1.667,0.127,1.214,0,1399616,201000,244000.0,regular,0
P00312,88.2,936.0,1.937,69.281,1.625,1.5,0.31,0.0,0,1296112,37000,0.0,at_risk,1
P00313,5.211,1257.9,1.59,17.879,0.496,0.333,0.007,1.906,0,243600,32000,61000.0,recreational,0
P00314,73.811,7493.3,2.024,71.148,1.662,0.333,0.302,0.0,0,9238652,92000,0.0,at_risk,1
P00315,36.167,1502.1,1.61,34.07,1.535,1.833,0.18,1.406,0,1782519,261000,367000.0,regular,0
P00316,3.928,192.3,1.216,16.111,0.45,0.667,0.069,0.0,0,35508,8000,0.0,recreational,0
P00317,3.85,942.2,1.231,13.769,1.927,0.5,0.091,0.227,0,159600,66000,15000.0,recreational,0
P00318,1.206,695.9,0.933,14.086,1.0,0.167,0.129,0.895,0,52400,57000,51000.0,recreational,0
P00319,0.544,173.7,1.294,11.389,1.0,0.167,0.0,0.0,0,6500,3000,0.0,recreational,0
P00320,1.789,649.6,1.069,15.192,1.0,0.167,0.217,0.0,0,76400,19000,0.0,recreational,0
P00321,3.306,725.1,1.465,16.304,1.0,0.5,0.047,0.811,0,112551,53000,43000.0,recreational,0
P00322,111.844,3162.0,2.029,70.408,1.628,2.0,0.266,0.0,2,7742694,215000,0.0,at_risk,1
P00323,1.75,113.6,1.218,14.76,1.0,0.333,0.067,0.0,0,10800,5000,0.0,recreational,0
P00324,2.644,930.5,1.616,13.378,1.0,0.167,0.029,2.111,0,121600,9000,19000.0,recreational,0
P00325,111.067,707.8,1.853,70.938,1.663,0.667,0.289,0.0,0,1595327,17000,0.0,at_risk,1
P00326,185.85,1432.7,1.947,69.423,1.824,1.833,0.243,0.0,0,4410136,70000,0.0,at_risk,1
P00327,13.65,366.4,1.662,33.877,1.236,1.5,0.16,0.613,0,152636,31000,19000.0,regular,0
P00328,26.483,1890.8,1.623,37.039,1.453,1.167,0.151,1.534,0,1405290,191000,293000.0,regular,0
P00329,483.856,4695.0,2.017,127.77,1.769,0.667,0.466,0.0,0,15080371,14000,0.0,problem,1
P00330,1.633,805.2,1.729,12.87,2.012,0.167,0.095,0.0,0,75400,10000,0.0,recreational,0
P00331,26.833,340.7,1.606,34.927,1.344,2.333,0.142,1.02,0,284804,49000,50000.0,regular,0
P00332,3.5,863.3,1.308,14.233,1.0,0.333,0.044,0.0,0,142900,27000,0.0,recreational,0
P00333,2.8,1672.9,1.236,13.1,1.843,0.5,0.111,0.511,0,195941,88000,45000.0,recreational,0
P00334,2.917,276.6,1.195,18.059,1.0,0.167,0.0,3.4,0,40500,5000,17000.0,recreational,0
P00335,3.578,800.1,1.48,13.218,1.077,0.5,0.109,1.354,0,153600,65000,88000.0,recreational,0
P00336,2.022,1128.8,1.173,15.329,1.0,0.333,0.019,0.0,0,96700,22000,0.0,recreational,0
P00337,1.361,727.9,1.214,13.287,1.0,0.167,0.114,0.0,0,58800,19000,0.0,recreational,0
P00338,4.783,200.3,1.406,16.538,1.0,0.333,0.033,1.0,0,41700,5000,5000.0,recreational,0
P00339,2.761,1293.0,1.548,13.479,1.0,0.333,0.085,0.0,0,144500,37000,0.0,recreational,0
P00340,3.383,245.5,1.166,14.611,1.0,0.5,0.126,0.0,0,32107,7000,0.0,recreational,0
P00341,34.183,335.4,1.542,37.509,1.495,2.333,0.146,0.977,0,363992,44000,43000.0,regular,0
P00342,3.539,113.1,1.25,13.864,1.046,0.5,0.0,0.222,0,21082,9000,2000.0,recreational,0
P00343,0.389,1070.6,1.654,15.23,1.0,0.167,0.1,0.0,0,20200,27000,0.0,recreational,0
P00344,4.978,991.4,1.282,15.744,1.286,0.167,0.156,2.56,0,233006,25000,64000.0,recreational,0
P00345,21.117,1858.7,1.792,34.578,1.43,1.333,0.053,1.613,0,1147820,150000,242000.0,regular,0
P00346,3.033,189.8,1.49,16.025,1.0,0.167,0.051,0.6,0,26900,5000,3000.0,recreational,0
P00347,8.478,1057.7,1.456,15.809,1.182,0.333,0.069,2.264,0,383000,53000,120000.0,recreational,0
P00348,4.978,952.4,1.249,14.433,0.556,0.333,0.086,1.0,0,222800,36000,36000.0,recreational,0
P00349,164.694,3766.7,1.912,69.02,1.78,0.5,0.243,0.0,0,12055139,45000,0.0,at_risk,1
P00350,292.833,19484.4,2.162,128.338,1.881,1.833,0.361,0.0,0,62540712,304000,0.0,problem,1
P00351,34.339,213.5,1.583,35.652,1.555,3.167,0.099,0.436,0,242799,55000,24000.0,regular,0
P00352,11.006,1387.6,1.531,35.742,1.553,0.833,0.106,1.03,0,550908,101000,104000.0,regular,0
P00353,0.389,1277.2,1.931,20.669,1.0,0.333,0.3,0.0,0,21700,27000,0.0,recreational,0
P00354,2.139,833.3,1.44,15.358,1.0,0.167,0.0,1.167,0,78700,18000,21000.0,recreational,0
P00355,6.961,833.3,1.39,15.317,0.688,0.5,0.061,1.061,0,295915,49000,52000.0,recreational,0
P00356,2.761,1124.6,0.981,14.468,1.0,0.5,0.0,0.702,0,150500,47000,33000.0,recreational,0
P00357,116.356,2779.9,2.031,74.132,1.826,1.0,0.283,0.0,0,6472956,99000,0.0,at_risk,1
P00358,530.056,2741.7,2.073,131.301,1.804,1.167,0.397,0.0,3,14931806,25000,0.0,problem,1
P00359,6.65,125.1,1.278,14.97,1.0,0.5,0.07,0.375,0,38900,8000,3000.0,recreational,0
P00360,1.75,214.7,1.087,14.907,1.0,0.167,0.111,0.0,0,15300,2000,0.0,recreational,0
P00361,3.306,880.0,1.128,12.212,0.76,0.167,0.0,0.87,0,143400,23000,20000.0,recreational,0
P00362,3.111,198.6,1.125,14.737,1.0,0.5,0.025,0.708,0,27500,24000,17000.0,recreational,0
P00363,1.556,888.4,1.268,15.242,0.241,0.333,0.0,0.0,0,65376,28000,0.0,recreational,0
P00364,1.4,617.2,1.336,10.553,1.0,0.167,0.222,1.0,0,45800,25000,25000.0,recreational,0
P00365,3.772,1510.4,1.477,15.109,1.0,0.333,0.0,1.667,0,234716,30000,50000.0,recreational,0
P00366,5.172,753.5,1.251,15.246,1.206,0.333,0.075,0.405,0,201400,42000,17000.0,recreational,0
P00367,4.783,698.4,1.652,15.15,1.0,0.167,0.057,4.0,0,164600,9000,36000.0,recreational,0
P00368,24.306,1563.3,1.562,36.645,1.605,1.0,0.099,1.513,0,1227825,156000,236000.0,regular,0
P00369,4.044,1046.5,1.48,15.663,2.111,0.167,0.0,0.0,0,172300,14000,0.0,recreational,0
P00370,4.2,231.7,1.398,12.981,1.0,0.333,0.0,1.375,0,36900,8000,11000.0,recreational,0
P00371,3.772,1761.2,1.264,14.521,1.051,0.167,0.031,0.0,0,295300,18000,0.0,recreational,0
P00372,27.494,296.1,1.448,34.377,1.43,2.667,0.102,0.889,0,277569,54000,48000.0,regular,0
P00373,4.161,1018.5,1.543,14.016,1.618,0.333,0.009,2.824,0,192100,17000,48000.0,recreational,0
P00374,35.622,1624.7,1.724,33.512,1.826,1.833,0.162,1.301,0,1763253,229000,298000.0,regular,0
P00375,4.044,698.2,1.199,14.64,0.606,0.833,0.038,0.536,0,135099,56000,30000.0,recreational,0
P00376,2.761,240.1,1.538,17.265,1.0,0.5,0.0,0.643,0,25200,14000,9000.0,recreational,0
P00377,0.311,118.8,1.111,20.538,1.0,0.167,0.0,0.0,0,3500,2000,0.0,recreational,0
P00378,159.483,716.4,1.863,70.81,1.762,0.667,0.221,0.0,0,2203478,19000,0.0,at_risk,1
P00379,430.383,25258.3,2.285,132.265,1.851,8.5,0.401,0.0,0,111371518,1805000,0.0,problem,1
P00380,29.828,564.0,1.635,36.744,1.629,0.5,0.098,4.19,0,520059,21000,88000.0,regular,0
P00381,147.894,3498.5,1.775,69.656,1.743,0.333,0.212,0.0,0,10515475,23000,0.0,at_risk,1
P00382,4.356,152.4,1.22,15.448,1.167,0.167,0.098,0.0,0,35800,3000,0.0,recreational,0
P00383,39.317,2738.0,1.675,34.826,1.532,1.667,0.136,1.841,0,3356346,339000,624000.0,regular,0
P00384,2.956,103.2,1.45,12.713,2.0,0.5,0.066,0.0,0,16100,8000,0.0,recreational,0
P00385,6.611,672.1,1.336,15.958,0.9,0.5,0.112,0.821,0,227100,39000,32000.0,recreational,0
P00386,0.894,207.8,1.257,10.661,0.411,0.167,0.304,0.0,0,9100,2000,0.0,recreational,0
P00387,27.3,1817.0,1.641,33.767,1.325,1.833,0.123,1.424,0,1473538,229000,326000.0,regular,0
P00388,24.306,2524.0,1.688,35.901,1.465,1.5,0.125,1.935,0,2039922,276000,534000.0,regular,0
P00389,15.128,243.6,1.577,28.712,1.461,2.167,0.087,0.333,0,108293,33000,11000.0,regular,0
P00390,5.25,120.1,1.324,12.526,2.0,0.667,0.03,0.643,0,31300,14000,9000.0,recreational,0
P00391,33.017,1674.8,1.526,32.623,1.529,2.167,0.194,0.908,0,1706802,239000,217000.0,regular,0
P00392,147.817,4117.5,1.887,72.099,1.718,0.167,0.311,0.0,0,10722027,27000,0.0,at_risk,1
P00393,18.433,2597.5,1.667,37.426,1.742,1.167,0.108,1.591,0,1562458,225000,358000.0,regular,0
P00394,1.283,136.2,1.315,16.82,1.0,0.167,0.0,0.0,0,8800,4000,0.0,recreational,0
P00395,1.089,1960.6,1.352,15.667,1.0,0.167,0.0,0.0,0,108200,26000,0.0,recreational,0
P00396,18.083,1608.9,1.508,32.156,1.287,1.667,0.14,0.599,0,919213,147000,88000.0,regular,0
P00397,377.922,4695.2,2.103,134.67,1.782,0.333,0.4,0.0,0,17136149,13000,0.0,problem,1
P00398,2.256,1313.6,1.294,15.27,1.0,0.167,0.017,0.739,0,144400,46000,34000.0,recreational,0
P00399,1.944,1102.0,1.205,15.264,1.0,0.333,0.0,0.735,0,102500,49000,36000.0,recreational,0
P00400,6.572,885.7,1.417,14.672,0.833,0.5,0.036,0.595,0,294257,42000,25000.0,recreational,0
P00401,2.022,1615.2,1.437,13.17,1.023,0.333,0.0,2.474,0,146900,19000,47000.0,recreational,0
P00402,32.628,1542.6,1.562,35.489,1.332,2.667,0.122,1.032,0,1709976,250000,258000.0,regular,0
P00403,0.389,200.3,1.333,13.851,1.0,0.167,0.0,0.0,0,4700,4000,0.0,recreational,0
P00404,2.644,223.1,1.595,15.769,4.5,0.167,0.176,1.333,0,24800,3000,4000.0,recreational,0
P00405,17.811,1324.9,1.637,35.803,1.098,1.0,0.127,1.259,0,709912,81000,102000.0,regular,0
P00406,4.978,931.7,1.402,15.205,2.1,1.167,0.047,0.352,0,221384,122000,43000.0,recreational,0
P00407,2.45,1339.3,1.528,16.511,1.0,0.333,0.0,1.235,0,144100,85000,105000.0,recreational,0
P00408,3.617,1754.2,1.557,16.033,0.912,0.333,0.075,1.088,0,278400,57000,62000.0,recreational,0
P00409,2.761,260.2,1.363,13.942,0.4,0.5,0.0,0.412,0,36400,17000,7000.0,recreational,0
P00410,607.833,31733.7,2.409,128.788,2.0,2.333,0.405,0.0,0,137686549,363000,0.0,problem,1
P00411,14.467,298.7,1.574,33.551,1.417,1.0,0.059,1.765,0,146023,17000,30000.0,regular,0
P00412,232.983,721.9,1.707,130.076,1.587,40.333,0.434,0.0,0,3205309,673000,0.0,problem,1
P00413,0.544,224.0,0.864,19.443,1.0,0.167,0.071,0.0,0,5100,4000,0.0,recreational,0
P00414,14.272,293.9,1.405,36.944,1.23,0.833,0.063,0.882,0,149650,17000,15000.0,regular,0
P00415,2.1,990.5,1.11,14.267,1.0,0.333,0.0,0.0,0,93600,19000,0.0,recreational,0
P00416,21.078,1521.0,1.608,36.444,1.296,1.667,0.127,1.131,0,1017619,168000,190000.0,regular,0
P00417,3.267,1295.9,1.075,15.759,1.0,0.5,0.012,1.0,0,232642,88000,88000.0,recreational,0
P00418,2.372,810.5,1.316,12.413,0.75,0.333,0.131,0.0,0,103500,26000,0.0,recreational,0
P00419,1.906,1281.2,1.616,15.907,1.0,0.333,0.0,0.0,0,134200,51000,0.0,recreational,0
P00420,25.783,196.7,1.431,36.118,1.286,3.333,0.17,0.146,0,177922,48000,7000.0,regular,0
P00421,17.5,1283.3,1.498,35.583,1.45,0.833,0.087,1.103,0,708723,78000,86000.0,regular,0
P00422,2.489,876.5,1.176,14.26,1.333,0.167,0.0,0.49,0,111700,51000,25000.0,recreational,0
P00423,3.344,177.7,1.359,15.031,1.0,0.167,0.0,0.5,0,28000,8000,4000.0,recreational,0
P00424,38.656,1539.1,1.538,35.544,2.224,1.333,0.085,2.487,0,1963576,150000,373000.0,regular,0
P00425,3.539,328.6,1.155,12.135,1.0,0.333,0.0,0.636,0,54600,22000,14000.0,recreational,0
P00426,1.828,128.3,1.065,13.854,1.25,0.333,0.0,0.0,0,14114,5000,0.0,recreational,0
P00427,101.267,2849.3,1.975,68.776,1.598,0.5,0.384,0.0,0,5622737,40000,0.0,at_risk,1
P00428,0.506,408.6,1.879,16.787,5.5,0.167,0.0,0.0,0,6200,6000,0.0,recreational,0
P00429,25.394,349.3,1.647,36.388,1.641,1.667,0.127,1.348,0,266322,23000,31000.0,regular,0
P00430,1.75,929.5,1.399,14.482,1.0,0.333,0.022,0.59,0,77400,39000,23000.0,recreational,0
P00431,5.756,1129.9,1.289,32.339,1.665,0.667,0.0,0.0,0,240727,58000,0.0,regular,0
P00432,5.133,871.8,1.283,14.677,3.857,0.5,0.083,0.896,0,219942,67000,60000.0,recreational,0
P00433,43.244,6699.4,1.96,69.032,1.549,0.167,0.317,0.0,0,5939722,32000,0.0,at_risk,1
P00434,4.628,977.3,1.217,14.527,0.44,0.167,0.076,0.0,0,201200,27000,0.0,recreational,0
P00435,31.733,1592.6,1.687,35.22,1.611,1.333,0.113,1.532,0,1603666,205000,314000.0,regular,0
P00436,64.944,3277.9,1.927,71.152,1.642,0.833,0.326,0.0,0,4459363,85000,0.0,at_risk,1
P00437,10.189,1246.3,1.691,38.566,1.602,1.333,0.153,0.831,0,429933,71000,59000.0,regular,0
P00438,4.706,953.4,1.307,14.227,1.438,0.5,0.041,0.675,0,211200,40000,27000.0,recreational,0
P00439,2.567,2352.1,1.283,16.791,1.051,0.333,0.0,0.949,0,216700,59000,56000.0,recreational,0
P00440,4.706,957.6,1.249,15.719,0.691,0.833,0.132,0.0,0,211226,56000,0.0,recreational,0
P00441,2.489,184.3,1.367,14.093,1.0,0.333,0.094,0.0,0,23254,4000,0.0,recreational,0
P00442,0.933,811.2,1.625,20.132,1.0,0.333,0.0,1.275,0,44000,40000,51000.0,recreational,0
P00443,3.694,724.7,1.353,13.907,2.455,0.333,0.074,0.857,0,131757,21000,18000.0,recreational,0
P00444,243.056,13525.6,2.329,136.463,1.762,6.833,0.427,0.0,1,33476709,752000,0.0,problem,1
P00445,0.428,933.6,1.018,12.537,1.0,0.333,0.0,0.608,0,26200,102000,62000.0,recreational,0
P00446,5.328,128.0,1.301,16.012,0.75,0.667,0.044,0.25,0,31552,12000,3000.0,recreational,0
P00447,1.594,955.9,1.294,13.869,1.0,0.167,0.122,0.0,0,78640,13000,0.0,recreational,0
P00448,2.761,134.0,1.235,16.673,0.75,0.333,0.085,0.0,0,17608,8000,0.0,recreational,0
P00449,1.983,840.6,1.527,14.878,1.667,0.5,0.157,0.694,0,90600,72000,50000.0,recreational,0
P00450,43.4,345.9,1.595,36.98,1.278,1.833,0.085,1.905,0,460048,42000,80000.0,regular,0
P00451,4.55,1626.2,1.323,16.165,1.708,0.333,0.077,1.359,0,340200,39000,53000.0,recreational,0
P00452,4.161,889.4,1.132,14.703,1.643,0.5,0.047,0.383,0,175935,47000,18000.0,recreational,0
P00453,1.361,595.2,1.23,17.015,1.0,0.167,0.0,0.0,0,47500,5000,0.0,recreational,0
P00454,5.172,773.7,1.369,14.926,1.115,0.5,0.015,1.794,0,223800,34000,61000.0,recreational,0
P00455,14.622,2738.2,1.516,34.435,1.471,1.0,0.066,1.332,0,1256141,208000,277000.0,regular,0
P00456,4.317,1117.2,1.454,16.032,1.0,0.5,0.045,0.5,0,199800,64000,32000.0,recreational,0
P00457,1.556,1820.3,1.457,15.272,1.9,0.167,0.2,0.0,0,137900,21000,0.0,recreational,0
P00458,0.817,1154.7,0.846,11.983,1.0,0.333,0.0,0.0,0,34721,18000,0.0,recreational,0
P00459,3.811,167.3,1.167,15.135,1.125,0.5,0.071,0.0,0,23500,6000,0.0,recreational,0
P00460,0.35,1219.7,0.551,16.698,1.0,0.167,0.0,0.0,0,22100,25000,0.0,recreational,0
P00461,5.133,167.9,1.219,15.284,2.0,0.5,0.129,0.917,0,43500,12000,11000.0,recreational,0
P00462,483.233,18907.2,2.158,127.528,1.814,4.833,0.425,0.0,0,70554840,603000,0.0,problem,1
P00463,0.35,1539.8,0.769,12.575,1.0,0.333,0.0,0.0,0,20800,25000,0.0,recreational,0
P00464,6.106,970.7,1.016,15.384,0.786,0.5,0.064,0.698,0,275808,53000,37000.0,recreational,0
P00465,27.689,282.2,1.594,34.95,1.443,2.333,0.103,1.222,0,280235,45000,55000.0,regular,0
P00466,3.967,1321.0,1.399,14.038,1.0,0.333,0.098,1.273,0,181779,44000,56000.0,recreational,0
P00467,4.356,175.9,1.211,12.765,1.333,0.333,0.027,0.444,0,38400,9000,4000.0,recreational,0
P00468,26.483,2225.4,1.545,35.408,1.562,2.167,0.217,0.894,0,1853766,312000,279000.0,regular,0
P00469,39.239,1631.4,1.504,32.349,1.43,2.5,0.165,0.909,0,1972208,254000,231000.0,regular,0
P00470,148.828,3278.6,1.96,70.078,1.864,1.667,0.278,0.0,0,10453018,188000,0.0,at_risk,1
P00471,6.456,975.3,1.358,15.096,0.891,0.333,0.03,0.844,0,284167,32000,27000.0,recreational,0
P00472,2.256,729.4,1.328,15.517,1.0,0.333,0.034,0.875,0,89700,32000,28000.0,recreational,0
P00473,71.283,2839.9,1.988,71.623,1.574,0.333,0.305,0.0,0,4089030,40000,0.0,at_risk,1
P00474,5.717,1350.7,1.179,13.505,1.313,0.167,0.068,0.0,0,424100,41000,0.0,recreational,0
P00475,4.044,1104.1,1.179,15.469,1.0,0.167,0.038,0.0,0,186000,19000,0.0,recreational,0
P00476,21.739,1624.0,1.465,33.796,1.415,2.0,0.129,0.76,0,1112035,221000,168000.0,regular,0
P00477,20.922,346.5,1.568,31.326,1.448,1.333,0.091,0.857,0,226163,42000,36000.0,regular,0
P00478,53.044,3820.1,2.096,71.326,1.576,0.667,0.337,0.0,0,3841882,55000,0.0,at_risk,1
P00479,3.5,210.0,1.449,16.318,1.0,0.333,0.111,0.636,0,32278,11000,7000.0,recreational,0
P00480,33.211,213.3,1.452,35.459,1.443,6.167,0.073,0.108,0,231450,83000,9000.0,regular,0
P00481,2.956,851.2,1.421,15.155,0.8,0.167,0.053,0.857,0,135900,63000,54000.0,recreational,0
P00482,24.422,277.0,1.532,35.413,1.27,1.5,0.189,1.308,0,242586,26000,34000.0,regular,0
P00483,34.144,513.0,1.61,35.145,1.515,1.667,0.141,1.173,0,580041,75000,88000.0,regular,0
P00484,2.956,1634.0,1.502,15.951,1.0,0.167,0.066,0.775,0,219400,40000,31000.0,recreational,0
P00485,26.639,2655.3,1.596,38.394,1.77,2.0,0.14,0.969,0,2201324,323000,313000.0,regular,0
P00486,2.567,322.7,1.288,17.031,1.766,0.5,0.091,0.593,0,37759,27000,16000.0,recreational,0
P00487,2.45,171.9,1.384,11.434,1.0,0.333,0.159,0.857,0,21648,7000,6000.0,recreational,0
P00488,466.044,2954.6,1.995,130.699,1.779,2.167,0.447,0.0,0,13093792,57000,0.0,problem,1
P00489,37.606,2782.1,1.612,33.762,1.279,1.833,0.138,2.289,0,3200006,350000,801000.0,regular,0
P00490,3.461,1454.8,1.217,13.401,1.333,0.5,0.0,0.571,0,262900,70000,40000.0,recreational,0
P00491,1.167,206.3,1.638,15.267,1.0,0.333,0.0,0.0,0,11300,6000,0.0,recreational,0
P00492,0.467,852.1,1.497,16.829,1.0,0.167,0.167,0.0,0,19600,15000,0.0,recreational,0
P00493,3.694,287.0,0.951,17.157,1.333,0.333,0.084,0.0,0,55813,8000,0.0,recreational,0
P00494,3.111,1046.9,1.604,17.811,2.053,0.167,0.05,0.0,0,136900,19000,0.0,recreational,0
P00495,0.778,827.6,1.011,18.49,1.0,0.167,0.25,0.0,0,29600,15000,0.0,recreational,0
P00496,2.683,1034.3,1.277,13.695,0.633,0.167,0.087,0.0,0,123900,10000,0.0,recreational,0
P00497,25.083,1876.5,1.533,34.463,1.488,1.167,0.118,1.744,0,1371152,160000,279000.0,regular,0
P00498,2.839,146.0,0.995,15.435,0.875,0.333,0.0,0.0,0,22039,5000,0.0,recreational,0
P00499,6.533,714.5,1.306,12.768,1.0,0.333,0.048,0.81,0,264300,42000,34000.0,recreational,0
P00500,125.106,858.4,1.813,67.25,1.474,2.333,0.236,0.0,0,1879864,42000,0.0,at_risk,1
P00501,3.111,217.1,1.088,15.154,1.0,0.333,0.075,1.143,0,25900,7000,8000.0,recreational,0
P00502,21.194,1377.0,1.649,34.535,1.397,0.833,0.095,2.057,0,1041102,53000,109000.0,regular,0
