player_id,age,gender,region,monthly_income_amd,preferred_game,account_created,risk_level,risk_label
P00393,26,M,Yerevan,720403,casino_live,2024-01-01,regular,0
P00394,45,M,Yerevan,145087,casino_slots,2024-08-31,recreational,0
P00395,42,M,Armavir_region,113192,poker,2023-04-01,recreational,0
P00396,39,M,Lori_region,618012,sports_football,2022-06-05,regular,0
P00397,24,M,Gyumri,393174,crash_aviator,2023-07-09,problem,1
P00398,42,M,Yerevan,174368,casino_live,2023-09-15,recreational,0
P00399,29,M,Yerevan,94836,sports_football,2022-09-27,recreational,0
P00400,46,M,Ararat_region,143186,sports_football,2023-08-20,recreational,0
P00401,55,M,Yerevan,223030,casino_live,2023-10-05,recreational,0
P00402,46,M,Yerevan,128417,sports_football,2022-09-11,regular,0
P00403,35,M,Yerevan,137471,crash_aviator,2024-02-04,recreational,0
P00404,34,M,Yerevan,145873,casino_slots,2022-06-12,recreational,0
P00405,26,M,Yerevan,291388,sports_other,2024-02-21,regular,0
P00406,31,M,Lori_region,377185,sports_football,2023-06-07,recreational,0
P00407,37,M,Gyumri,154931,table_games,2024-03-11,recreational,0
P00408,51,F,Yerevan,127448,casino_live,2023-01-29,recreational,0
P00409,31,M,Yerevan,710623,crash_aviator,2023-08-28,recreational,0
P00410,45,M,Armavir_region,284402,casino_live,2024-03-23,problem,1
P00411,43,M,Yerevan,249734,casino_slots,2022-10-02,regular,0
P00412,26,M,Yerevan,304354,keno_lottery,2022-03-13,problem,1
P00413,38,M,Yerevan,156737,casino_slots,2024-11-03,recreational,0
P00414,42,M,Yerevan,293372,casino_slots,2023-04-08,regular,0
P00415,35,F,Yerevan,285247,sports_football,2022-10-29,recreational,0
P00416,54,M,Kapan,356802,sports_football,2022-10-28,regular,0
P00417,44,F,Yerevan,308433,casino_live,2024-04-12,recreational,0
P00418,39,M,Yerevan,303375,sports_basketball,2024-08-03,recreational,0
P00419,39,M,Yerevan,199783,casino_live,2023-06-05,recreational,0
P00420,49,M,Other,350926,keno_lottery,2023-01-24,regular,0
P00421,27,M,Yerevan,544589,sports_other,2024-01-29,regular,0
P00422,34,M,Yerevan,103271,sports_football,2023-11-06,recreational,0
P00423,38,M,Yerevan,627700,casino_slots,2023-05-16,recreational,0
P00424,38,M,Lori_region,205869,sports_football,2023-08-11,regular,0
P00425,30,M,Ararat_region,151029,crash_aviator,2023-07-07,recreational,0
P00426,41,M,Yerevan,98200,casino_slots,2022-12-07,recreational,0
P00427,22,M,Yerevan,152998,sports_other,2022-01-19,at_risk,1
P00428,39,M,Yerevan,292942,casino_slots,2022-08-07,recreational,0
P00429,23,F,Kapan,1093245,casino_slots,2024-11-24,regular,0
P00430,41,M,Vanadzor,135549,sports_basketball,2023-11-26,recreational,0
P00431,32,M,Other,344874,sports_football,2024-11-22,regular,0
P00432,50,M,Yerevan,200947,sports_basketball,2022-05-18,recreational,0
P00433,32,M,Yerevan,704934,poker,2023-01-16,at_risk,1
P00434,46,M,Yerevan,545834,sports_football,2024-04-13,recreational,0
P00435,45,M,Vanadzor,697410,sports_basketball,2022-06-23,regular,0
P00436,31,M,Yerevan,296152,sports_football,2023-04-13,at_risk,1
P00437,29,M,Yerevan,384541,sports_other,2024-10-09,regular,0
P00438,34,M,Gyumri,246407,sports_football,2024-06-24,recreational,0
P00439,34,F,Yerevan,178201,casino_live,2022-07-25,recreational,0
P00440,31,F,Vanadzor,104062,sports_football,2024-01-29,recreational,0
P00441,42,M,Yerevan,120731,casino_slots,2023-05-24,recreational,0
P00442,29,M,Yerevan,319588,sports_football,2022-04-24,recreational,0
P00443,31,M,Yerevan,336504,sports_other,2024-01-30,recreational,0
P00444,33,M,Yerevan,348432,sports_football,2024-11-20,problem,1
P00445,47,M,Gyumri,205097,casino_live,2024-09-04,recreational,0
P00446,31,M,Yerevan,327533,keno_lottery,2022-04-02,recreational,0
P00447,44,M,Yerevan,76771,sports_football,2023-03-05,recreational,0
P00448,57,M,Yerevan,143995,keno_lottery,2023-12-19,recreational,0
P00449,44,M,Yerevan,493682,sports_basketball,2024-09-10,recreational,0
P00450,36,F,Other,335082,casino_slots,2022-11-22,regular,0
P00451,38,F,Gyumri,102345,casino_live,2024-10-21,recreational,0
P00452,43,M,Yerevan,190871,sports_football,2024-08-27,recreational,0
P00453,51,M,Yerevan,299968,sports_other,2023-03-11,recreational,0
P00454,39,M,Yerevan,50385,sports_football,2023-01-20,recreational,0
P00455,45,M,Yerevan,311239,casino_live,2023-04-06,regular,0
P00456,39,M,Yerevan,149418,sports_basketball,2022-04-09,recreational,0
P00457,34,F,Yerevan,79199,poker,2024-02-20,recreational,0
P00458,34,M,Yerevan,187527,sports_football,2023-04-21,recreational,0
P00459,39,M,Vanadzor,168127,keno_lottery,2024-01-12,recreational,0
P00460,40,F,Yerevan,177845,sports_football,2023-11-13,recreational,0
P00461,47,M,Gyumri,151234,casino_slots,2024-06-25,recreational,0
P00462,25,M,Lori_region,167511,sports_football,2022-08-10,problem,1
P00463,40,M,Yerevan,86969,sports_football,2022-11-14,recreational,0
P00464,46,M,Yerevan,127436,sports_football,2022-11-04,recreational,0
P00465,54,M,Gyumri,468877,casino_slots,2024-07-04,regular,0
P00466,26,M,Yerevan,202247,sports_football,2024-07-30,recreational,0
P00467,34,M,Yerevan,173881,casino_slots,2022-08-23,recreational,0
P00468,42,M,Yerevan,150044,table_games,2022-12-25,regular,0
P00469,37,M,Kapan,223730,sports_football,2024-11-01,regular,0
P00470,60,M,Vanadzor,586366,sports_football,2022-12-26,at_risk,1
P00471,47,F,Kapan,231678,sports_football,2022-01-24,recreational,0
P00472,37,M,Yerevan,141791,sports_football,2022-09-24,recreational,0
P00473,46,M,Yerevan,56258,sports_other,2024-02-11,at_risk,1
P00474,24,F,Vanadzor,128449,casino_live,2024-01-01,recreational,0
P00475,48,M,Ararat_region,141402,sports_football,2022-09-24,recreational,0
P00476,46,M,Yerevan,162475,sports_football,2023-10-02,regular,0
P00477,27,F,Other,218521,casino_slots,2022-10-10,regular,0
P00478,37,M,Ararat_region,619875,sports_football,2022-02-14,at_risk,1
P00479,55,M,Yerevan,176674,casino_slots,2023-09-28,recreational,0
P00480,38,M,Yerevan,507049,keno_lottery,2023-04-02,regular,0
P00481,31,M,Yerevan,84671,sports_football,2023-06-30,recreational,0
P00482,45,F,Gyumri,233166,casino_slots,2023-06-10,regular,0
P00483,38,M,Yerevan,87477,crash_aviator,2024-09-13,regular,0
P00484,31,M,Yerevan,145426,casino_live,2022-01-17,recreational,0
P00485,54,M,Yerevan,149515,casino_live,2023-05-07,regular,0
P00486,26,M,Ararat_region,341580,crash_aviator,2024-04-02,recreational,0
P00487,50,M,Kapan,220923,casino_slots,2023-04-01,recreational,0
P00488,37,M,Gyumri,1046913,casino_slots,2023-10-06,problem,1
P00489,29,M,Yerevan,216411,casino_live,2022-07-11,regular,0
P00490,32,M,Yerevan,108104,casino_live,2022-09-15,recreational,0
P00491,41,M,Yerevan,106397,casino_slots,2023-10-23,recreational,0
P00492,45,M,Yerevan,205547,sports_basketball,2022-11-04,recreational,0
P00493,45,M,Yerevan,444984,crash_aviator,2024-10-28,recreational,0
P00494,35,M,Other,221218,sports_football,2022-02-07,recreational,0
P00495,33,M,Yerevan,149243,sports_football,2023-06-07,recreational,0
P00496,38,M,Yerevan,163788,sports_basketball,2023-01-06,recreational,0
P00497,25,M,Yerevan,274791,sports_football,2023-01-15,regular,0
P00498,42,M,Kapan,495852,casino_slots,2024-01-04,recreational,0
P00499,28,M,Yerevan,333539,sports_football,2022-11-29,recreational,0
P00500,30,F,Yerevan,419853,casino_slots,2023-10-06,at_risk,1
P00501,53,M,Yerevan,190152,casino_slots,2022-12-09,recreational,0
P00502,33,M,Yerevan,335091,sports_football,2024-08-29,regular,0
P00503,35,M,Yerevan,230464,sports_football,2024-06-30,recreational,0
P00504,29,M,Yerevan,146402,casino_slots,2022-03-25,recreational,0
P00505,30,M,Gyumri,168737,casino_live,2022-10-11,regular,0
P00506,41,M,Yerevan,301590,sports_basketball,2024-07-18,recreational,0
P00507,35,M,Yerevan,181989,sports_football,2024-04-19,recreational,0
P00508,30,F,Yerevan,494737,sports_football,2023-05-01,regular,0
P00509,42,M,Yerevan,409950,sports_football,2024-11-26,recreational,0
P00510,47,M,Yerevan,382664,sports_football,2023-10-02,regular,0
P00511,27,M,Yerevan,215343,table_games,2023-12-21,recreational,0
P00512,33,M,Other,891654,sports_football,2024-07-13,recreational,0
P00513,55,F,Other,199630,sports_football,2024-01-18,recreational,0
P00514,36,F,Yerevan,104343,poker,2024-01-25,recreational,0
P00515,25,M,Yerevan,156389,casino_slots,2024-09-22,recreational,0
P00516,30,M,Gyumri,1697261,sports_other,2023-01-28,problem,1
P00517,43,M,Ararat_region,94243,casino_slots,2024-02-16,recreational,0
P00518,23,M,Yerevan,178273,keno_lottery,2024-10-30,regular,0
P00519,53,M,Yerevan,312990,sports_football,2024-11-09,recreational,0
P00520,48,M,Yerevan,157141,sports_football,2022-02-08,recreational,0
P00521,45,M,Other,262078,crash_aviator,2024-07-30,regular,0
P00522,31,M,Yerevan,533156,crash_aviator,2022-04-09,regular,0
P00523,37,M,Yerevan,125781,table_games,2024-06-08,recreational,0
P00524,42,M,Yerevan,116004,sports_football,2024-09-03,regular,0
P00525,32,M,Yerevan,89883,keno_lottery,2023-05-02,recreational,0
P00526,52,F,Gyumri,240771,sports_basketball,2022-05-23,recreational,0
P00527,35,M,Yerevan,327101,casino_live,2024-09-17,regular,0
P00528,40,M,Lori_region,127316,poker,2023-12-19,recreational,0
P00529,35,M,Vanadzor,100843,sports_football,2022-09-23,recreational,0
P00530,30,M,Yerevan,238042,sports_football,2024-09-22,regular,0
P00531,50,M,Vanadzor,314573,casino_slots,2024-06-05,recreational,0
P00532,39,M,Gyumri,194973,crash_aviator,2024-01-11,at_risk,1
P00533,29,M,Yerevan,188139,sports_football,2022-07-27,regular,0
P00534,39,M,Yerevan,99255,crash_aviator,2022-07-25,recreational,0
P00535,59,F,Kapan,149792,sports_basketball,2022-11-08,recreational,0
P00536,30,M,Yerevan,569367,sports_basketball,2022-12-24,problem,1
P00537,41,M,Yerevan,996143,sports_basketball,2024-11-05,regular,0
P00538,36,M,Yerevan,200707,keno_lottery,2024-03-23,recreational,0
P00539,45,M,Yerevan,175233,sports_football,2022-03-27,recreational,0
P00540,43,F,Yerevan,277113,casino_slots,2022-10-29,recreational,0
P00541,35,F,Yerevan,425183,sports_football,2024-03-21,regular,0
P00542,32,M,Yerevan,233591,keno_lottery,2022-11-10,at_risk,1
P00543,37,M,Yerevan,1114349,crash_aviator,2022-10-23,regular,0
P00544,62,M,Kapan,177819,sports_football,2022-10-03,recreational,0
P00545,25,M,Yerevan,412979,sports_football,2022-01-24,at_risk,1
P00546,47,M,Armavir_region,237135,sports_basketball,2023-05-07,recreational,0
P00547,28,M,Armavir_region,213982,sports_basketball,2024-09-30,recreational,0
P00548,36,M,Yerevan,385930,crash_aviator,2022-07-14,recreational,0
P00549,32,M,Yerevan,134022,casino_slots,2024-11-17,recreational,0
P00550,48,M,Yerevan,266307,sports_other,2023-01-19,recreational,0
P00551,37,M,Vanadzor,195438,casino_live,2022-08-07,recreational,0
P00552,52,M,Yerevan,294217,sports_other,2024-07-22,recreational,0
P00553,40,M,Yerevan,246115,sports_football,2022-08-06,regular,0
P00554,37,F,Yerevan,151071,sports_football,2022-07-24,recreational,0
P00555,28,F,Yerevan,259561,sports_basketball,2023-01-06,recreational,0
P00556,49,M,Vanadzor,215283,casino_slots,2023-12-24,recreational,0
P00557,30,M,Vanadzor,119439,sports_football,2024-05-01,recreational,0
P00558,42,M,Yerevan,352751,casino_slots,2022-11-13,recreational,0
P00559,56,F,Yerevan,259618,sports_football,2024-06-18,recreational,0
P00560,52,M,Yerevan,173444,casino_live,2022-12-14,recreational,0
P00561,43,M,Yerevan,142429,sports_football,2024-06-05,recreational,0
P00562,36,M,Yerevan,348371,sports_other,2023-12-11,regular,0
P00563,34,M,Yerevan,250435,sports_football,2023-06-12,recreational,0
P00564,22,M,Ararat_region,107592,sports_basketball,2024-06-13,regular,0
P00565,37,F,Yerevan,217195,sports_football,2022-08-09,recreational,0
P00566,36,F,Gyumri,414189,sports_other,2022-11-23,regular,0
P00567,46,M,Yerevan,55519,casino_live,2024-11-15,recreational,0
P00568,28,M,Yerevan,198552,sports_football,2022-06-12,recreational,0
P00569,42,M,Yerevan,254745,casino_live,2022-10-31,recreational,0
P00570,37,F,Yerevan,240663,casino_slots,2022-06-24,recreational,0
P00571,34,M,Yerevan,453166,casino_slots,2023-03-03,regular,0
P00572,33,M,Other,152807,casino_slots,2023-02-04,recreational,0
P00573,35,M,Ararat_region,107019,sports_basketball,2023-10-21,recreational,0
P00574,31,M,Gyumri,99297,casino_live,2024-04-04,at_risk,1
P00575,42,M,Yerevan,539220,crash_aviator,2024-03-27,regular,0
P00576,44,M,Yerevan,255824,crash_aviator,2024-01-01,recreational,0
P00577,27,F,Yerevan,322854,sports_football,2024-01-28,recreational,0
P00578,34,F,Armavir_region,181219,casino_slots,2022-09-21,regular,0
P00579,26,F,Vanadzor,453544,sports_football,2023-05-24,regular,0
P00580,44,M,Yerevan,113657,sports_other,2023-09-22,regular,0
P00581,42,M,Lori_region,166184,sports_football,2022-10-22,regular,0
P00582,49,M,Yerevan,191703,sports_football,2022-10-14,recreational,0
P00583,61,M,Yerevan,250776,casino_slots,2022-03-13,recreational,0
P00584,44,M,Yerevan,416740,poker,2024-01-08,recreational,0
P00585,44,M,Yerevan,159641,sports_football,2024-03-18,recreational,0
P00586,44,M,Lori_region,166557,casino_slots,2024-11-26,regular,0
P00587,32,M,Ararat_region,113793,casino_slots,2024-06-15,recreational,0
P00588,51,M,Yerevan,127617,keno_lottery,2023-03-01,recreational,0
P00589,48,M,Yerevan,546465,casino_slots,2022-07-25,recreational,0
P00590,35,M,Yerevan,262800,sports_football,2023-03-04,recreational,0
P00591,37,M,Yerevan,313947,sports_football,2022-01-11,recreational,0
P00592,40,F,Yerevan,159727,casino_slots,2023-02-03,recreational,0
P00593,45,M,Yerevan,279723,sports_football,2022-05-08,regular,0
P00594,54,M,Yerevan,255338,keno_lottery,2024-02-21,recreational,0
P00595,59,F,Yerevan,139778,keno_lottery,2023-12-24,recreational,0
P00596,27,F,Yerevan,155602,keno_lottery,2022-07-23,recreational,0
P00597,36,F,Armavir_region,128458,sports_football,2022-12-30,recreational,0
P00598,32,F,Yerevan,255875,casino_live,2023-07-02,at_risk,1
P00599,29,F,Yerevan,184462,casino_slots,2022-02-19,recreational,0
P00600,23,M,Yerevan,196908,sports_football,2022-09-13,at_risk,1
P00601,23,F,Yerevan,207669,sports_football,2024-01-23,recreational,0
P00602,28,F,Yerevan,207524,sports_football,2023-02-21,recreational,0
P00603,22,M,Yerevan,164569,sports_basketball,2023-10-08,recreational,0
P00604,29,F,Gyumri,170428,keno_lottery,2023-09-16,regular,0
P00605,47,F,Gyumri,376684,crash_aviator,2022-07-29,at_risk,1
P00606,29,M,Yerevan,139841,sports_football,2022-12-10,recreational,0
P00607,26,F,Yerevan,184243,casino_slots,2024-11-19,recreational,0
P00608,43,M,Lori_region,311694,sports_football,2023-03-31,recreational,0
P00609,45,M,Yerevan,96206,sports_football,2023-01-13,recreational,0
P00610,46,M,Yerevan,533629,sports_football,2023-06-08,recreational,0
P00611,43,M,Yerevan,332675,casino_slots,2024-01-18,at_risk,1
P00612,57,F,Yerevan,221158,casino_slots,2023-01-12,recreational,0
P00613,27,F,Yerevan,178242,crash_aviator,2022-02-27,regular,0
P00614,33,M,Yerevan,555638,poker,2024-09-02,regular,0
P00615,45,F,Yerevan,169041,sports_football,2023-03-01,recreational,0
P00616,45,M,Yerevan,147806,casino_live,2022-04-08,recreational,0
P00617,23,F,Yerevan,198240,sports_football,2023-10-03,regular,0
P00618,49,M,Gyumri,157387,sports_basketball,2023-12-12,recreational,0
P00619,35,M,Yerevan,221879,casino_slots,2024-03-14,recreational,0
P00620,46,M,Yerevan,310591,sports_football,2024-04-07,regular,0
P00621,38,M,Yerevan,176448,sports_football,2023-10-13,recreational,0
P00622,46,M,Yerevan,182717,sports_football,2022-09-03,regular,0
P00623,30,M,Yerevan,122532,sports_football,2024-05-23,recreational,0
P00624,38,M,Yerevan,142954,keno_lottery,2024-03-31,recreational,0
P00625,43,M,Yerevan,226579,sports_football,2022-01-04,recreational,0
P00626,31,M,Yerevan,250657,casino_slots,2022-01-07,recreational,0
P00627,37,M,Gyumri,268132,table_games,2024-04-05,recreational,0
P00628,42,M,Gyumri,179868,casino_slots,2023-09-12,recreational,0
P00629,28,M,Yerevan,218053,sports_basketball,2023-09-30,recreational,0
P00630,31,M,Yerevan,165460,keno_lottery,2024-01-22,recreational,0
P00631,44,M,Vanadzor,75325,sports_football,2024-06-23,recreational,0
P00632,40,M,Yerevan,161579,sports_football,2024-09-27,recreational,0
P00633,24,M,Armavir_region,149201,casino_slots,2023-02-18,recreational,0
P00634,35,F,Yerevan,107065,sports_other,2024-10-19,recreational,0
P00635,26,M,Yerevan,135539,crash_aviator,2023-02-10,recreational,0
P00636,41,F,Vanadzor,192578,sports_football,2024-08-23,recreational,0
P00637,24,F,Yerevan,102139,casino_slots,2024-06-21,recreational,0
P00638,35,M,Yerevan,126162,casino_live,2024-11-27,recreational,0
P00639,30,M,Yerevan,708770,table_games,2023-10-06,regular,0
P00640,28,M,Yerevan,107036,sports_football,2023-12-20,regular,0
P00641,37,M,Gyumri,164246,sports_football,2023-12-15,recreational,0
P00642,36,M,Ararat_region,139074,keno_lottery,2024-01-07,regular,0
P00643,26,M,Yerevan,123611,casino_slots,2022-03-09,recreational,0
P00644,42,F,Yerevan,163055,sports_football,2023-09-01,recreational,0
P00645,37,F,Yerevan,109856,sports_football,2022-07-25,recreational,0
P00646,32,M,Yerevan,239828,crash_aviator,2024-03-29,recreational,0
P00647,48,M,Yerevan,353729,casino_slots,2023-07-07,recreational,0
P00648,33,M,Yerevan,274183,casino_slots,2024-09-27,recreational,0
P00649,46,M,Gyumri,300445,poker,2024-03-02,recreational,0
P00650,30,F,Yerevan,90296,sports_football,2024-09-18,recreational,0
P00651,25,M,Yerevan,159401,sports_football,2024-11-10,recreational,0
P00652,37,M,Yerevan,227390,casino_slots,2024-05-23,recreational,0
P00653,35,M,Yerevan,278259,poker,2024-06-16,recreational,0
P00654,30,M,Yerevan,432522,sports_football,2023-12-31,recreational,0
P00655,29,M,Yerevan,307193,casino_live,2022-10-03,recreational,0
P00656,42,M,Yerevan,281801,sports_football,2024-06-28,recreational,0
P00657,31,M,Other,671662,sports_football,2023-02-21,recreational,0
P00658,38,M,Yerevan,188880,poker,2023-11-10,recreational,0
P00659,42,F,Yerevan,235416,sports_football,2023-10-01,regular,0
P00660,38,M,Vanadzor,311439,sports_football,2022-03-26,regular,0
P00661,63,M,Yerevan,113912,crash_aviator,2023-07-26,recreational,0
P00662,32,M,Other,186191,sports_basketball,2024-02-28,recreational,0
P00663,28,M,Yerevan,99353,sports_basketball,2024-03-24,regular,0
P00664,39,F,Yerevan,203788,crash_aviator,2024-06-06,regular,0
P00665,39,M,Yerevan,169914,sports_football,2022-08-01,recreational,0
P00666,27,M,Yerevan,289390,casino_slots,2022-12-26,recreational,0
P00667,38,M,Gyumri,545359,sports_football,2024-02-21,regular,0
P00668,38,M,Yerevan,111180,sports_football,2023-06-29,recreational,0
P00669,39,F,Kapan,973025,casino_live,2023-06-13,regular,0
P00670,39,M,Gyumri,193861,sports_football,2024-10-13,recreational,0
P00671,26,M,Ararat_region,202954,crash_aviator,2022-04-10,recreational,0
P00672,30,M,Ararat_region,106078,keno_lottery,2022-08-16,regular,0
P00673,43,M,Yerevan,132017,crash_aviator,2023-05-12,recreational,0
P00674,25,M,Yerevan,304256,sports_basketball,2022-11-02,recreational,0
P00675,58,M,Kapan,310026,sports_football,2024-08-08,regular,0
P00676,32,M,Yerevan,377437,poker,2022-01-27,at_risk,1
P00677,28,M,Yerevan,201652,sports_other,2023-01-21,recreational,0
P00678,45,F,Yerevan,114591,casino_live,2022-03-09,problem,1
P00679,45,M,Yerevan,171512,crash_aviator,2022-05-27,recreational,0
P00680,34,M,Ararat_region,363988,sports_football,2023-03-21,recreational,0
P00681,32,M,Yerevan,537438,sports_football,2024-01-30,regular,0
P00682,35,M,Yerevan,169077,casino_slots,2022-12-03,recreational,0
P00683,29,M,Lori_region,1045762,casino_slots,2023-06-06,at_risk,1
P00684,55,M,Yerevan,95910,sports_football,2023-09-23,recreational,0
P00685,49,M,Gyumri,110731,casino_slots,2022-11-06,recreational,0
P00686,45,M,Yerevan,457039,crash_aviator,2022-05-01,recreational,0
P00687,45,M,Yerevan,240313,sports_basketball,2024-06-03,recreational,0
P00688,35,M,Yerevan,235440,sports_football,2023-04-24,regular,0
P00689,24,F,Yerevan,175090,casino_live,2022-08-26,recreational,0
P00690,26,F,Yerevan,120258,crash_aviator,2023-12-22,recreational,0
P00691,39,M,Yerevan,206697,keno_lottery,2023-12-04,recreational,0
P00692,27,F,Yerevan,198671,sports_football,2024-11-22,recreational,0
P00693,38,M,Yerevan,181799,poker,2023-12-24,recreational,0
P00694,28,M,Yerevan,139622,casino_live,2023-03-19,regular,0
P00695,37,F,Yerevan,205477,casino_live,2022-02-02,recreational,0
P00696,33,M,Vanadzor,138131,sports_football,2023-05-23,recreational,0
P00697,30,M,Armavir_region,109944,sports_football,2024-01-28,recreational,0
P00698,38,M,Yerevan,339111,casino_slots,2022-07-22,recreational,0
P00699,51,M,Yerevan,532625,sports_football,2024-05-17,recreational,0
P00700,52,M,Yerevan,475452,sports_football,2024-05-17,recreational,0
P00701,27,M,Yerevan,249141,keno_lottery,2023-05-27,recreational,0
P00702,35,M,Armavir_region,157616,sports_football,2022-07-18,recreational,0
P00703,38,M,Lori_region,173778,keno_lottery,2024-04-20,recreational,0
P00704,46,M,Yerevan,357148,casino_slots,2024-11-16,regular,0
P00705,28,M,Yerevan,145887,crash_aviator,2022-10-24,recreational,0
P00706,48,F,Vanadzor,617745,sports_football,2023-03-18,regular,0
P00707,29,M,Yerevan,65046,casino_slots,2022-12-03,recreational,0
P00708,38,M,Yerevan,155259,casino_slots,2023-10-07,recreational,0
P00709,41,M,Yerevan,452792,keno_lottery,2024-07-29,regular,0
P00710,31,M,Yerevan,117964,sports_football,2023-12-15,recreational,0
P00711,36,M,Yerevan,159634,sports_football,2023-07-21,recreational,0
P00712,31,M,Yerevan,242204,keno_lottery,2023-08-29,recreational,0
P00713,43,M,Yerevan,384557,sports_football,2022-05-01,recreational,0
P00714,29,M,Yerevan,94253,casino_slots,2024-04-08,recreational,0
P00715,24,F,Armavir_region,123217,sports_football,2024-01-05,regular,0
P00716,46,M,Ararat_region,112162,sports_football,2024-05-21,recreational,0
P00717,31,M,Yerevan,83445,casino_slots,2023-04-05,recreational,0
P00718,30,M,Yerevan,86467,casino_slots,2022-07-29,recreational,0
P00719,37,M,Vanadzor,110678,casino_slots,2022-05-07,recreational,0
P00720,38,M,Gyumri,586918,sports_other,2024-04-04,regular,0
P00721,32,F,Yerevan,153995,casino_live,2023-09-02,recreational,0
P00722,38,F,Yerevan,285321,table_games,2022-10-10,regular,0
P00723,33,F,Yerevan,111634,sports_football,2024-10-15,recreational,0
P00724,28,M,Vanadzor,247083,sports_basketball,2022-11-06,recreational,0
P00725,37,M,Yerevan,459822,sports_basketball,2024-07-12,recreational,0
P00726,32,M,Yerevan,164385,casino_live,2024-10-28,regular,0
P00727,22,F,Armavir_region,426380,sports_basketball,2024-08-04,recreational,0
P00728,45,M,Yerevan,215976,casino_slots,2022-05-09,recreational,0
P00729,42,M,Armavir_region,354156,sports_other,2022-12-08,at_risk,1
P00730,42,M,Yerevan,219866,casino_slots,2022-08-15,recreational,0
P00731,30,M,Yerevan,218814,crash_aviator,2022-11-29,recreational,0
P00732,64,F,Armavir_region,853250,casino_slots,2022-08-08,regular,0
P00733,52,M,Lori_region,233473,sports_other,2023-06-23,recreational,0
P00734,48,M,Lori_region,235924,sports_football,2022-07-25,recreational,0
P00735,36,M,Vanadzor,145796,casino_slots,2024-10-03,recreational,0
P00736,41,M,Yerevan,463236,sports_football,2023-03-23,regular,0
P00737,50,M,Yerevan,111557,crash_aviator,2022-09-20,recreational,0
P00738,40,M,Yerevan,298925,sports_basketball,2022-01-10,regular,0
P00739,26,M,Armavir_region,1579336,sports_football,2023-11-16,regular,0
P00740,30,M,Yerevan,51463,sports_football,2024-05-26,recreational,0
P00741,45,F,Gyumri,202255,casino_slots,2022-10-27,recreational,0
P00742,35,M,Armavir_region,329562,keno_lottery,2024-09-16,regular,0
P00743,33,M,Other,160599,sports_football,2022-08-28,recreational,0
P00744,37,M,Lori_region,162503,sports_football,2022-11-14,recreational,0
P00745,24,M,Yerevan,188418,sports_basketball,2022-11-28,recreational,0
P00746,41,M,Yerevan,240709,keno_lottery,2024-01-24,regular,0
P00747,36,M,Other,201129,crash_aviator,2024-07-27,recreational,0
P00748,25,M,Yerevan,141055,sports_football,2023-02-24,recreational,0
P00749,31,M,Yerevan,494800,casino_slots,2023-11-12,recreational,0
P00750,27,M,Lori_region,158690,crash_aviator,2023-10-12,recreational,0
P00751,40,M,Yerevan,701278,casino_live,2024-05-17,problem,1
P00752,33,M,Yerevan,128823,sports_other,2023-12-13,recreational,0
P00753,28,M,Yerevan,490132,casino_live,2022-06-30,regular,0
P00754,53,M,Yerevan,434793,casino_slots,2022-04-26,regular,0
P00755,46,M,Lori_region,221980,sports_football,2023-11-27,recreational,0
P00756,35,F,Yerevan,151167,sports_football,2024-07-04,regular,0
P00757,37,M,Yerevan,206696,sports_basketball,2024-10-27,at_risk,1
P00758,36,F,Yerevan,418235,sports_football,2024-05-15,recreational,0
P00759,38,M,Ararat_region,177098,sports_basketball,2024-11-22,regular,0
P00760,31,F,Armavir_region,247995,crash_aviator,2022-12-22,recreational,0
P00761,54,M,Yerevan,158854,crash_aviator,2023-01-18,regular,0
P00762,43,M,Yerevan,298016,sports_football,2022-08-22,recreational,0
P00763,34,M,Yerevan,185481,sports_football,2023-12-14,regular,0
P00764,37,M,Yerevan,111204,casino_slots,2022-06-30,recreational,0
P00765,34,F,Yerevan,126063,sports_other,2024-06-05,recreational,0
P00766,29,M,Yerevan,237525,sports_football,2024-03-31,at_risk,1
P00767,48,M,Yerevan,220367,crash_aviator,2022-04-02,recreational,0
P00768,23,M,Yerevan,186354,sports_football,2022-05-08,recreational,0
P00769,30,M,Yerevan,145140,sports_football,2023-03-06,regular,0
P00770,49,M,Yerevan,343220,casino_live,2023-02-22,at_risk,1
P00771,49,F,Yerevan,101617,casino_slots,2022-11-17,recreational,0
P00772,36,M,Yerevan,411959,sports_basketball,2022-07-10,regular,0
P00773,29,M,Yerevan,459864,casino_live,2024-03-31,regular,0
P00774,28,M,Yerevan,344182,keno_lottery,2024-09-21,at_risk,1
P00775,36,F,Other,206187,sports_football,2024-05-19,recreational,0
P00776,26,M,Yerevan,432256,casino_slots,2023-11-18,recreational,0
P00777,38,M,Ararat_region,254736,sports_football,2024-03-27,regular,0
P00778,43,F,Yerevan,158894,sports_other,2023-05-24,regular,0
P00779,35,M,Yerevan,240460,sports_other,2024-07-08,recreational,0
P00780,38,M,Yerevan,102169,sports_basketball,2023-03-29,recreational,0
P00781,44,M,Yerevan,162012,sports_football,2022-11-07,recreational,0
P00782,38,M,Kapan,195468,crash_aviator,2024-08-19,regular,0
P00783,35,F,Vanadzor,183772,sports_basketball,2024-02-01,regular,0
P00784,55,F,Yerevan,158842,poker,2023-05-09,recreational,0
P00785,40,M,Gyumri,282281,sports_basketball,2024-09-23,recreational,0
P00786,44,F,Yerevan,312871,crash_aviator,2022-12-25,recreational,0
